status,name_of_covered_entity,individuals_affected,breach_submission_date,web_description,location_of_breached_information,state,covered_entity_type,type_of_breach,business_associate_present
current,b9d5b1b738c136da80e8a1c8f0a8aee26d6e8a3450249ca3863c57d50d5af9c9,2051,01/14/2022,,Network Server,GA,Business Associate,Hacking/IT Incident,Yes
current,8de83abf502c4095a7173149ef940aecc46c7f5b3c471244812c0e854046130b,504,01/13/2022,,Paper/Films,OH,Health Plan,Unauthorized Access/Disclosure,No
current,72e37d8aa979fef4eeaaafba812638053e74ee47c9fa84b076c220cd26760dce,7632,01/13/2022,,Paper/Films,NJ,Health Plan,Unauthorized Access/Disclosure,No
current,7d1f1bd92204a0e088b5f0f41ebb14d32b5a57bc836658c57b50da1109d4edaf,791,01/13/2022,,Paper/Films,OH,Health Plan,Unauthorized Access/Disclosure,No
current,3387449c65f7f60974d224459cbac51c1ee1ef626e1f4a8efa4e17e96bfc3dda,23627,01/10/2022,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,fd3f8762bdba4a10f61bd14dac8e85a04e5baaaf3a44b4c013e26b45dd59fecc,1383,01/06/2022,,Email,TN,Business Associate,Hacking/IT Incident,Yes
current,3765539aa6cae0fd2f2a57e60b1e2a8a87e0094563caf0dbb6b5323a1efaa012,105000,01/03/2022,,Other,FL,Healthcare Provider,Hacking/IT Incident,No
current,bcd443ce22643c96f08774d21f06becb350d1c8dba9629b9be39640d47e48f82,5006,01/03/2022,,Email,MA,Healthcare Provider,Hacking/IT Incident,No
current,c9c1aea0ef1d77c33a6b641c07d8951d22d39ec109c8c4b292f23c59449c38a7,6400,12/30/2021,,Network Server,VA,Business Associate,Hacking/IT Incident,Yes
current,af6a074f20e02b138ac8cc090ccd59b77862ad7807909f322be639a80b8a5623,16934,12/30/2021,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,b1379b9fac64ac202f196f009f419cd1c18cdca2d8c3b28f31cd25224df66e89,5269,12/28/2021,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,428a3d2a1ca4054a1756257998c438e810c62767a1a63d6385c8e986cefd91c8,1624,12/28/2021,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,b1ce2009964dc4999cc4891fcea3106a0b950ae9fd5a6573317fbbf0bec1c169,1729,12/28/2021,,Paper/Films,WI,Healthcare Provider,Loss,No
current,29620fd8301c5bc38a34aca06f266b11305f2d02d5fa724da6945eebf85dfe06,1352,12/27/2021,,Paper/Films,IL,Healthcare Provider,Loss,No
current,2aaeba489c2e1e867d63a8e7fea1de1fbf2f170ecff6ed2fa20fbdfa94f7e7b8,79943,12/27/2021,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,a6a14c0e6c3fd2cddf7708eadde0d59b676474de8563d01b1530f0fc89a47709,1509,12/23/2021,,Network Server,IL,Health Plan,Hacking/IT Incident,No
current,f6602b0f3ba3a0e59171a6db78da095950bd070e4869ecf0a3820726bbe215af,7000,12/23/2021,,Network Server,IN,Health Plan,Hacking/IT Incident,No
current,0dccba20fb2b9d7fd450d784ca0f962b5dd87133afd1454bb8f112def326f503,184500,12/22/2021,,Network Server,IL,Health Plan,Hacking/IT Incident,Yes
current,ffbac4f28848d6023a8269a94e0226c5c81b55133a44d416c49d3f0600753fd1,5015,12/21/2021,,Network Server,RI,Health Plan,Hacking/IT Incident,No
current,8a7eec8890c409ba34c0d10ff0a1ff4bd1b19c22b04875084f71e7d2fa408175,777,12/21/2021,,Paper/Films,IL,Healthcare Provider,Theft,No
current,4f2a35060e7618f627ab7b3301c7778719d7194e88a8ee9d2818fa2fdfceebd0,500,12/17/2021,,"Desktop Computer, Network Server",FL,Healthcare Provider,Hacking/IT Incident,No
current,ab877d5eee159856c04d8e67146d61decd9011c6aeb873a56fe4088de0511560,8059,12/09/2021,,Email,UT,Healthcare Provider,Hacking/IT Incident,No
current,c234ab6b5f89247c1ab658ae2c0567e22db5b4a8f9e024375d84220c53c0ddcd,5356,12/08/2021,,Email,IN,Healthcare Provider,Hacking/IT Incident,No
current,3eaf9e89f54586cb4ece348474e063ceed70c0c040c16f77be873b9d246c8cd5,1387,12/08/2021,,Email,MI,Healthcare Provider,Hacking/IT Incident,No
current,80ae3172b3abe6e2e5aaf91a15bfa1d3ec520c530a0242e6ce02f61a42ec5fb9,4910,12/07/2021,,Network Server,KS,Healthcare Provider,Hacking/IT Incident,No
current,b023efed3d6d66e75068587cd571f1642a940d5c6e5ed567446491a87118d427,750500,12/06/2021,,Network Server,OR,Healthcare Provider,Hacking/IT Incident,No
current,a6d4559052e04c9dfc8a47f1d32a9addbf9759677072f00bb471eaeeefde3461,70941,12/03/2021,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,1c3d046242856b0bc4b2ab4ab2397abd259c0a7816db2da506974d158c53b091,868,12/03/2021,,Network Server,OK,Health Plan,Hacking/IT Incident,No
current,27921d7331dfedf638f26814b815dd6f9166749e6a3b4de4a257c0eb14b8e92b,4110,12/01/2021,,Network Server,KS,Health Plan,Hacking/IT Incident,No
current,50d68199e9a3fe57fe0d553731de0f735447fbe5aea47e3ec8e3d3bef4a833ec,1647,11/30/2021,,Email,IL,Healthcare Provider,Unauthorized Access/Disclosure,No
current,fef54641ec40bdbba417470268ab6cbc4f5417bdf3a65cac9240f7e3c8605add,3171,11/29/2021,,Email,MI,Health Plan,Hacking/IT Incident,No
current,11d2288862c15548e4bb5bae922b4edf4eeb594e431e6d13c9a7d2dbe0fb066b,501,11/29/2021,,Network Server,NH,Healthcare Provider,Hacking/IT Incident,No
current,cdaaef79836d548ee83b7b1ed963823deb0242674a8a7b624d3f8273718db737,2756,07/19/2021,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,20fbec946a4d693bfb08339f933a13f1b6e5e4548f07fb58f602a67ef214a9d4,36812,12/21/2020,,"Email, Network Server",MI,Health Plan,Hacking/IT Incident,Yes
archive,1861af695e08266e7a5699b9a29a5df96ca38403159980b1b1562bf27e516da6,542,09/29/2023,"The covered entity (CE), reported that its business associate (BA) was the subject  of a cybersecurity incident that compromised the protected health information (PHI) of 542 individuals. The PHI involved included names, medical record numbers, and other treatment information. Steps were taken to mitigate harm and protect PHI.",Network Server,MN,Healthcare Provider,Hacking/IT Incident,Yes
archive,6ed188976fc50d1e286ccea76579035c2886f675f71df150071fc59afee3b2fb,8801,08/11/2023,"The business associate (BA), reported that it experienced a cyber-attack that compromised the protected health information (PHI) of 8,801 individuals. The PHI involved included names, addresses, dates of birth, telephone numbers, Social Security numbers, driver's license numbers, diagnoses, lab results, medications, claims and financial information, and other treatment information. The BA notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the BA installed manufacturer-provided software patches and implemented additional technical safeguards to better protect its sensitive data.",Network Server,DC,Business Associate,Hacking/IT Incident,Yes
